"Order Number","Order Status","Order Total","Sales Tax",Discounts,Shipping,"# of Items","Shipping State","Customer Name","Customer Email","Order Date","Invoice Date","Ship Date","Invoice #","Total (Invoiced)Paid","Shipment Cost",Warehouse,"Order Type"
9100357793,payment_accepted,68.2500,0.0000,0.0000,0.0000,2.0000,California,"test test",stagetest22@example.com,"2021-02-19 07:02:34",,,,,,,Onetime
9100357794,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,California,"test test",stagetest22@example.com,"2021-02-19 07:06:24",,,,,,,Onetime
9100357795,payment_accepted,93.7500,0.0000,0.0000,0.0000,2.0000,California,"test test",stagetest22@example.com,"2021-02-19 07:07:53",,,,,,,Onetime
9100357796,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,California,"test test",stagetest22@example.com,"2021-02-19 07:10:58",,,,,,,Onetime
9100357797,payment_accepted,32.8600,2.8600,0.0000,0.0000,2.0000,California,"test test",stagetest22@example.com,"2021-02-19 07:12:12",,,,,,,Onetime
9100357798,payment_accepted,27.9200,2.4200,0.0000,0.0000,1.0000,California,"test test",stagetest22@example.com,"2021-02-19 07:15:52",,,,,,,Onetime
9100357799,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,California,"test test",stagetest22@example.com,"2021-02-19 07:17:13",,,,,,,Onetime
9100357800,payment_accepted,68.2500,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 12:27:52",,,,,,,Onetime
9100357801,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 12:30:29",,,,,,,Onetime
9100357802,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 13:34:04",,,,,,,Onetime
9100357803,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 14:27:31",,,,,,,Onetime
9100357804,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 15:28:32",,,,,,,Onetime
9100357805,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 15:35:14",,,,,,,Onetime
9100357806,payment_accepted,105.9500,0.0000,0.0000,12.2000,2.0000,California,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 16:09:01",,,,,,,Onetime
9100357807,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 17:18:34",,,,,,,Onetime
9100357808,payment_accepted,91.1400,7.1400,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 17:38:49",,,,,,,Onetime
9100357809,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 17:41:22",,,,,,,Onetime
9100357810,payment_accepted,1.5000,0.0000,0.0000,0.0000,1.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 18:14:16",,,,,,,Onetime
9100357811,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 18:19:12",,,,,,,Onetime
9100357812,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 18:26:57",,,,,,,Onetime
9100357813,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 18:30:40",,,,,,,Onetime
9100357814,payment_accepted,92.1300,1.2300,0.0000,14.4000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 18:34:50",,,,,,,Onetime
9100357815,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 18:42:13",,,,,,,Onetime
9100357816,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-19 18:49:39",,,,,,,Onetime
9100357817,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-22 12:21:32",,,,,,,Onetime
9100357818,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-22 12:30:15",,,,,,,Onetime
9100357819,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-22 12:42:15",,,,,,,Onetime
9100357820,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-22 12:48:19",,,,,,,Onetime
9100357821,payment_accepted,56.1500,4.4000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-22 12:59:55",,,,,,,Onetime
9100357822,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-22 13:46:57",,,,,,,Onetime
9100357823,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-22 15:10:09",,,,,,,Onetime
9100357824,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-22 15:28:42",,,,,,,Onetime
9100357825,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-22 16:57:05",,,,,,,Onetime
9100357826,payment_accepted,105.9500,0.0000,0.0000,12.2000,2.0000,California,"sangeetha vulli",salla@skinsolutions.md,"2021-02-22 17:12:17",,,,,,,Onetime
9100357827,payment_accepted,105.9500,0.0000,0.0000,12.2000,2.0000,California,"sangeetha vulli",salla@skinsolutions.md,"2021-02-22 17:22:50",,,,,,,Onetime
9100357828,payment_accepted,105.9500,0.0000,0.0000,12.2000,2.0000,California,"sangeetha vulli",salla@skinsolutions.md,"2021-02-22 17:29:55",,,,,,,Onetime
9100357829,payment_accepted,105.9500,0.0000,0.0000,12.2000,2.0000,California,"sangeetha vulli",salla@skinsolutions.md,"2021-02-22 17:41:45",,,,,,,Onetime
9100357830,payment_accepted,105.9500,0.0000,0.0000,12.2000,2.0000,California,"sangeetha vulli",salla@skinsolutions.md,"2021-02-22 17:52:37",,,,,,,Onetime
9100357831,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-22 18:23:07",,,,,,,Onetime
9100357832,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-22 18:25:07",,,,,,,Onetime
9100357833,payment_accepted,235.1500,4.4000,0.0000,0.0000,3.0000,Florida,"sa sa",sansf@test.com,"2021-02-22 18:30:27",,,,,,,Onetime
9100357834,payment_accepted,149.9000,4.4000,0.0000,0.0000,3.0000,Florida,"sa sa",sansf@test.com,"2021-02-22 18:37:12",,,,,,,Onetime
9100357835,payment_accepted,56.1500,4.4000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-22 18:42:07",,,,,,,Onetime
9100357836,payment_accepted,235.1500,4.4000,0.0000,0.0000,3.0000,Florida,"sa sa",sansf@test.com,"2021-02-22 18:45:09",,,,,,,Onetime
9100357837,payment_accepted,93.7500,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-22 19:02:07",,,,,,,Onetime
9100357838,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-22 19:46:51",,,,,,,Onetime
9100357839,payment_accepted,235.1500,4.4000,0.0000,0.0000,3.0000,Florida,"sa sa",sansf@test.com,"2021-02-22 20:41:01",,,,,,,Onetime
9100357840,payment_accepted,235.1500,4.4000,0.0000,0.0000,3.0000,Florida,"sa sa",sansf@test.com,"2021-02-22 20:47:27",,,,,,,Onetime
9100357841,payment_accepted,56.1500,4.4000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-22 20:53:14",,,,,,,Onetime
9100357842,payment_accepted,56.1500,4.4000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-22 20:56:10",,,,,,,Onetime
9100357843,payment_accepted,17.9100,1.4100,0.0000,0.0000,1.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 04:08:48",,,,,,,Onetime
9100357844,payment_accepted,17.9100,1.4100,0.0000,0.0000,1.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 04:16:58",,,,,,,Onetime
9100357845,payment_accepted,451.7500,0.0000,0.0000,0.0000,4.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 11:17:19",,,,,,,Onetime
9100357846,payment_accepted,38.7400,3.0400,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 11:22:16",,,,,,,Onetime
9100357847,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 11:24:20",,,,,,,Onetime
9100357848,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 11:29:57",,,,,,,Onetime
9100357849,pending_payment,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 11:56:03",,,,,,,Onetime
9100357850,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 12:17:27",,,,,,,Onetime
9100357851,pending_payment,434.9600,26.7600,0.0000,0.0000,7.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-23 12:22:19",,,,,,,Onetime
9100357852,payment_accepted,322.7200,11.2700,0.0000,0.0000,4.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 12:27:52",,,,,,,Onetime
9100357853,payment_accepted,88.7000,0.0000,0.0000,12.2000,2.0000,California,"sangeetha vulli",salla@skinsolutions.md,"2021-02-23 13:43:17",,,,,,,Onetime
9100357854,payment_accepted,88.7000,0.0000,0.0000,12.2000,2.0000,California,"sangeetha vulli",salla@skinsolutions.md,"2021-02-23 13:55:16",,,,,,,Onetime
9100357855,payment_accepted,88.7000,0.0000,0.0000,12.2000,2.0000,California,"sangeetha vulli",salla@skinsolutions.md,"2021-02-23 14:33:06",,,,,,,Onetime
9100357856,payment_accepted,88.7000,0.0000,0.0000,12.2000,2.0000,California,"sangeetha vulli",salla@skinsolutions.md,"2021-02-23 14:36:22",,,,,,,Onetime
9100357857,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 15:44:30",,,,,,,Onetime
9100357858,payment_accepted,255.5000,0.0000,0.0000,0.0000,3.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 15:56:07",,,,,,,Onetime
9100357859,payment_accepted,255.5000,0.0000,0.0000,0.0000,3.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 16:02:07",,,,,,,Onetime
9100357860,payment_accepted,255.5000,0.0000,0.0000,0.0000,3.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 16:08:43",,,,,,,Onetime
9100357861,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 16:23:22",,,,,,,Onetime
9100357862,payment_accepted,180.5000,0.0000,0.0000,0.0000,3.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 16:37:47",,,,,,,Onetime
9100357863,payment_accepted,255.5000,0.0000,0.0000,0.0000,3.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 16:45:15",,,,,,,Onetime
9100357864,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 16:48:42",,,,,,,Onetime
9100357865,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 16:55:09",,,,,,,Onetime
9100357866,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 16:57:42",,,,,,,Onetime
9100357867,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 16:59:48",,,,,,,Onetime
9100357868,payment_accepted,38.7400,3.0400,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 17:02:30",,,,,,,Onetime
9100357869,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 17:05:37",,,,,,,Onetime
9100357870,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 17:12:09",,,,,,,Onetime
9100357871,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 17:16:10",,,,,,,Onetime
9100357872,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-23 17:21:41",,,,,,,Onetime
9100357873,pending_payment,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-23 17:34:33",,,,,,,Onetime
9100357874,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-23 20:26:55",,,,,,,Onetime
9100357875,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-02-23 22:00:11",,,,,,,Onetime
9100357876,payment_accepted,161.2000,0.0000,0.0000,12.2000,2.0000,California,"Ali Azemar",aazemar@skinsolutions.md,"2021-02-24 01:31:15",,,,,,,Onetime
9100357877,payment_accepted,93.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-02-24 01:38:15",,,,,,,Onetime
9100357878,payment_accepted,301.5700,9.3200,0.0000,0.0000,4.0000,Florida,"sa sa",sansf@test.com,"2021-02-24 01:38:22",,,,,,,Onetime
9100357879,payment_accepted,151.5000,0.0000,0.0000,0.0000,3.0000,"New Hampshire","sa sa",sansf@test.com,"2021-02-24 01:46:16",,,,,,,Onetime
9100357880,payment_accepted,149.0000,0.0000,0.0000,0.0000,2.0000,California,"Ali Azemar",aazemar@skinsolutions.md,"2021-02-24 02:15:39",,,,,,,Onetime
9100357881,payment_accepted,64.6500,4.6500,0.0000,0.0000,2.0000,California,"Ali Azemar",aazemar@skinsolutions.md,"2021-02-24 02:19:13",,,,,,,Onetime
9100357882,payment_accepted,174.4500,0.0000,0.0000,0.0000,3.0000,"New Mexico","sa sa",sansf@test.com,"2021-02-24 02:29:52",,,,,,,Onetime
9100357883,payment_accepted,81.0000,0.0000,0.0000,0.0000,2.0000,California,"sa sa",sansf@test.com,"2021-02-24 02:33:21",,,,,,,Onetime
9100357884,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Arizona,"sa sa",sansf@test.com,"2021-02-24 02:36:02",,,,,,,Onetime
9100357885,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,California,"test test",stagetest22@example.com,"2021-02-24 02:39:29",,,,,,,Onetime
9100357886,payment_accepted,93.7500,0.0000,0.0000,0.0000,2.0000,California,"Ali Azemar",aazemar@skinsolutions.md,"2021-02-24 02:39:33",,,,,,,Onetime
9100357887,payment_accepted,77.4100,5.4100,0.0000,0.0000,3.0000,Florida,"test test",stagetest22@example.com,"2021-02-24 02:42:10",,,,,,,Onetime
9100357888,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,California,"sangeetha vulli",salla@skinsolutions.md,"2021-02-24 02:43:21",,,,,,,Onetime
9100357889,payment_accepted,61.0400,4.7900,0.0000,0.0000,2.0000,Florida,"test12 test",ssmd2611@mailinator.com,"2021-02-24 09:24:55",,,,,,,Onetime
9100357890,payment_accepted,149.0000,0.0000,0.0000,0.0000,2.0000,California,"Ali Azemar",aazemar@skinsolutions.md,"2021-02-24 09:41:34",,,,,,,Onetime
9100357891,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,California,"Ali Azemar",aazemar@skinsolutions.md,"2021-02-25 01:45:39",,,,,,,Onetime
9100357892,payment_accepted,1.5000,0.0000,0.0000,0.0000,1.0000,California,"test test",stagetest22@example.com,"2021-02-27 01:38:48",,,,,,,Onetime
9100357893,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,California,"test test",stagetest22@example.com,"2021-03-01 06:36:31",,,,,,,Onetime
9100357894,payment_accepted,162.0000,0.0000,0.0000,0.0000,3.0000,Florida,"sa sa",sansf@test.com,"2021-03-01 10:39:58",,,,,,,Onetime
9100357895,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-03-01 10:43:54",,,,,,,Onetime
9100357896,payment_accepted,76.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-03-01 10:48:51",,,,,,,Onetime
9100357897,payment_accepted,179.0000,0.0000,0.0000,0.0000,2.0000,Florida,"sa sa",sansf@test.com,"2021-03-01 10:55:16",,,,,,,Onetime
9100357898,payment_accepted,10.8400,0.8500,0.0000,0.0000,1.0000,Florida,"sa sa",sansf@test.com,"2021-03-01 11:00:13",,,,,,,Onetime
9100357899,payment_accepted,44.7600,3.5100,0.0000,0.0000,2.0000,Florida,"sangeetha alla",sanstage@test.com,"2021-03-01 16:50:37",,,,,,,Onetime
9100357900,payment_accepted,0.9000,0.0000," -0.1000",0.0000,1.0000,Texas,"Mahendra J",mahendra@skinsolutions.md,"2021-03-02 00:04:05",,,,,,,Onetime
9100357901,payment_accepted,78.5700,0.7700," -7.6500",8.9500,1.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-02 17:08:49",,,,,,,Onetime
9100357902,payment_accepted,179.0000,0.0000,0.0000,0.0000,1.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-02 20:59:39",,,,,,,Onetime
9100357903,payment_accepted,348.0000,0.0000," -10.0000",0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-03 12:07:50",,,,,,,Onetime
9100357904,payment_accepted,69.7300,5.4700," -7.1400",0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-03 18:46:22",,,,,,,Onetime
9100357905,payment_accepted,277.4900,8.4900," -10.0000",0.0000,4.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-03 20:41:13",,,,,,,Onetime
9100357906,payment_accepted,0.0000,0.0000,0.0000,0.0000,1.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-04 12:48:50",,,,,,,Onetime
9100357907,payment_accepted,272.7500,0.0000,0.0000,0.0000,3.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-04 13:06:10",,,,,,,Onetime
9100357908,payment_accepted,0.0000,0.0000,0.0000,0.0000,1.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-04 13:52:31",,,,,,,Onetime
9100357909,payment_accepted,223.3000,17.5000," -4.2000",0.0000,5.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-04 16:17:32",,,,,,,Onetime
9100357910,payment_accepted,195.3200,4.8200," -10.0000",0.0000,4.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-04 16:51:40",,,,,,,Onetime
9100357911,pending_payment,358.0300,14.0300,0.0000,0.0000,3.0000,Florida,"sa sa",sansf@test.com,"2021-03-04 16:55:40",,,,,,,Onetime
9100357912,pending_payment,506.5100,12.6300," -54.8700",0.0000,5.0000,Florida,"sa sa",sansf@test.com,"2021-03-04 16:59:31",,,,,,,Onetime
9100357913,pending_payment,68.8500,0.0000," -7.6500",0.0000,1.0000,Florida,"san alla",san0803@test.com,"2021-03-08 16:00:53",,,,,,,Onetime
9100357914,pending_payment,164.2500,0.0000,0.0000,0.0000,3.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-08 16:16:33",,,,,,,Onetime
9100357915,payment_accepted,64.5000,0.0000,0.0000,0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-08 16:23:05",,,,,,,Onetime
9100357916,payment_accepted,320.0300,14.0300,0.0000,0.0000,4.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-08 16:48:58",,,,,,,Onetime
9100357917,payment_accepted,0.0000,0.0000,0.0000,0.0000,1.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-08 19:05:57",,,,,,,Onetime
9100357918,payment_accepted,38.7400,3.0400,0.0000,0.0000,1.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-09 21:26:02",,,,,,,Onetime
9100357919,payment_accepted,558.5200,2.1200," -10.0000",24.9000,6.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-17 13:56:52",,,,,,,Onetime
9100357920,payment_accepted,193.8000,0.0000," -10.2000",0.0000,2.0000,Florida,"sangeetha vulli",salla@skinsolutions.md,"2021-03-17 14:07:17",,,,,,,Onetime
